Inlet Pressure (bar),Outlet Pressure (bar),Cold Mass Fraction,Nozzle Diameter (mm),Tube Diameter (mm),Tube Length (mm),L/D Ratio,Reynolds Number,Pressure Ratio,Mach Number,Swirl Number,Turbulence Intensity (%),Shock Angle (deg),Shock Location (mm),Maximum Mach,Minimum Pressure (bar),Shock Length (mm),Number of Shocks,Maximum Temperature (K),Cold Exit Temperature (K),Hot Exit Temperature (K),Pressure Drop (bar),Entropy Generation,Shock Intensity,Vorticity (1/s),Helicity(m/s2),Q-Criterion(1/s2),Turbulent Kinetic Energy(m2/s2),Eddy Dissipation Rate(m2/s3),Circulation(m2/s),Swirl Velocity (m/s),Axial Velocity (m/s),Tangential Velocity (m/s),Radial Pressure Gradient (kPa/m),Vortex Core Radius (mm)
6.956,1.849,0.335,2.281,16.37,527.846,32.245,83373,3.762,0.844,1.04,7.376,32.153,187.313,0.985,1.772,27.168,2,373.593,228.577,397.161,5.289,2.019,2.116,965.245,437.762,36453.302,8.077,24.142,4.491,110.935,122.617,173.762,91.711,2.867
2.604,1.383,0.512,2.112,13.71,650.511,47.45,147673,1.882,0.648,0.976,5.353,26.156,161.013,0.475,1.309,35.471,1,341.245,259.199,355.069,1.558,1.395,1.253,1116.147,465.007,35687.045,8.946,29.139,5.756,111.485,125.301,176.52,84.69,2.689
3.439,1.168,0.538,1.448,18.033,333.81,18.511,180627,2.944,0.764,0.511,9.787,27.386,84.878,0.986,1.04,29.712,1,359.452,240.155,367.658,2.573,1.958,1.828,1082.918,242.86,36598.339,10.187,31.601,6.487,110.92,128.698,172.071,85.585,3.722
2.852,1.834,0.767,0.83,16.137,682.082,42.269,128722,1.555,0.574,1.488,6.975,31.887,159.706,0.654,1.749,30.297,1,347.774,265.709,352.449,1.067,1.349,1.163,1183.094,787.129,41755.053,10.489,33.774,6.893,117.971,112.477,181.685,87.569,3.123
4.088,1.549,0.317,0.971,16.215,530.559,32.721,219865,2.639,0.736,0.806,10.705,27.512,144.826,0.825,1.488,27.082,1,355.219,248.138,366.413,2.912,2.001,1.471,1284.708,459.014,41448.12,12.049,36.136,7.356,115.472,123.587,174.344,80.715,3.108
4.702,1.189,0.585,1.662,10.606,587.895,55.431,221281,3.954,0.894,0.416,11.696,27.542,215.469,0.93,1.084,29.19,2,369.554,232.035,391.206,3.783,2.463,2.092,1148.484,257.743,39898.051,11.112,35.913,4.513,118.699,133.094,183.528,91.185,1.821
6.493,1.72,0.69,1.139,19.811,306.102,15.451,133552,3.774,0.892,0.445,2.624,35.241,143.703,0.99,1.645,23.406,2,367.449,229.05,387.92,4.98,1.976,2.005,943.511,214.196,34986.518,6.796,22.844,5.921,105.773,132.791,161.903,85.33,4.013
5.907,1.511,0.536,1.629,18.1,484.047,26.743,244043,3.909,0.88,1.001,5.343,29.849,164.554,1.055,1.39,26.548,2,381.121,228.603,395.365,4.747,2.534,2.24,1396.827,596.023,46456.301,11.543,37.31,9.334,130.176,129.647,201.74,97.661,3.365
5.726,1.604,0.353,2.182,17.468,543.826,31.133,46628,3.569,0.818,1.475,8.315,37.021,169.007,0.82,1.506,31.521,2,382.969,232.604,399.22,4.285,1.883,2.045,979.706,597.848,36954.359,8.34,23.913,6.01,109.778,126.574,170.608,98.558,3.245
4.114,1.461,0.358,2.004,11.963,512.366,42.831,30739,2.816,0.754,0.986,4.36,30.653,143.96,0.788,1.352,23.18,1,367.819,246.765,369.757,2.62,1.359,1.678,810.481,325.854,33957.729,6.154,18.49,4.089,104.049,128.929,168.226,84.565,2.249
7.049,1.829,0.224,1.309,14.428,740.636,51.335,113747,3.854,0.885,1.439,3.937,33.331,238.61,1.066,1.683,32.454,2,379.039,227.543,396.87,5.491,2.18,2.159,1124.42,688.224,39616.776,9.036,30.076,6.474,121.577,124.146,185.456,102.557,2.322
4.828,1.83,0.383,1.556,9.645,728.791,75.56,162241,2.639,0.709,0.833,9.951,30.976,237.858,0.627,1.738,34.044,1,356.386,257.31,364.907,3.384,1.805,1.635,1126.265,444.331,39614.006,10.229,33.252,3.921,113.423,126.312,175.242,86.696,1.788
7.875,1.709,0.647,2.151,14.462,779.689,53.914,168424,4.607,1.008,0.823,11.784,36.06,276.718,1.187,1.556,38.134,3,387.031,211.579,414.757,6.558,2.656,2.478,1185.215,477.483,39398.232,10.344,32.941,6.494,120.208,132.851,184.581,95.001,2.287
5.805,1.105,0.229,2.694,9.751,567.2,58.17,134818,5.251,1.003,0.9,9.512,31.345,226.119,1.052,0.985,36.778,3,399.93,201.836,427.687,4.82,2.736,2.68,1073.352,443.164,36354.246,9.172,29.548,4.115,113.428,137.747,170.202,103.211,1.894
2.758,1.799,0.332,2.457,14.636,780.34,53.315,57474,1.533,0.552,1.137,6.76,28.151,211.518,0.449,1.721,29.85,1,335.022,267.499,340.226,1.163,1.08,1.115,872.451,459.091,32610.201,7.8,23.628,5.139,107.87,116.936,178.845,75.497,2.668
6.057,1.671,0.624,2.017,15.785,682.735,43.253,67509,3.625,0.827,0.741,5.868,32.585,218.902,0.882,1.601,30.421,2,371.321,230.77,391.028,4.555,1.75,1.979,869.319,285.677,33418.231,6.787,21.221,5.436,99.381,129.37,150.296,88.477,2.693
3.951,1.697,0.67,1.597,12.682,289.582,22.834,217472,2.328,0.689,1.337,6.936,32.191,81.015,0.749,1.596,15.197,1,351.741,257.003,367.061,2.753,1.932,1.423,1416.654,803.729,47094.101,11.932,38.077,5.706,128.525,119.875,200.692,86.56,2.468
6.118,1.363,0.473,1.603,13.983,399.205,28.55,220940,4.489,0.935,0.335,6.091,32.765,137.831,1.024,1.232,22.391,2,394.063,218.68,401.103,5.343,2.493,2.379,1186.369,218.987,40239.176,10.052,33.298,5.945,110.956,137.215,178.783,89.624,2.435
2.418,1.031,0.619,2.735,18.508,266.875,14.42,178257,2.345,0.688,0.828,6.532,30.602,74.781,0.719,0.983,16.119,1,348.65,250.568,360.557,1.807,1.601,1.54,1182.274,439.257,39997.311,9.434,33.57,6.964,111.106,126.556,167.256,84.572,3.24
3.049,1.725,0.433,0.886,9.303,102.938,11.065,176127,1.767,0.582,0.913,3.238,32.25,29.541,0.513,1.685,15.337,1,344.895,262.383,344.505,1.582,1.406,1.193,1178.154,490.568,39250.567,9.373,31.846,3.575,113.157,125.687,178.897,75.658,1.754
7.134,1.113,0.296,2.974,17.501,231.634,13.236,161490,6.412,1.089,1.028,10.941,35.535,117.513,1.304,0.988,21.46,4,423.07,185.947,454.108,6.397,3.31,3.186,1181.936,549.915,39625.724,10.998,34.985,6.999,120.472,139.279,180.574,111.781,3.116
3.363,1.408,0.439,2.262,10.049,102.842,10.234,74643,2.389,0.715,0.631,9.3,29.548,31.952,0.838,1.303,18.839,1,358.246,259.792,355.062,1.984,1.378,1.37,864.157,244.762,32280.757,7.312,22.551,3.332,100.555,126.571,152.651,80.808,1.837
7.022,1.886,0.548,2.299,8.44,603.887,71.546,124215,3.723,0.88,0.813,8.491,32.461,180.322,0.889,1.767,29.723,2,376.493,228.174,390.253,5.379,2.06,2.204,1016.207,372.407,36256.124,9.312,26.795,2.887,108.176,129.738,169.918,88.183,1.701
3.676,1.047,0.769,0.884,10.227,397.874,38.905,183096,3.51,0.83,0.881,11.449,31.197,147.692,0.978,0.939,26.675,2,375.342,234.289,386.402,2.954,2.192,2.087,1221.488,488.919,39877.795,11.751,32.919,4.292,119.554,126.938,184.218,88.38,1.667
5.857,1.961,0.241,2.132,17.181,318.802,18.556,148195,2.986,0.742,1.124,4.128,33.103,91.991,0.8,1.865,23.282,1,362.631,239.919,382.269,4.193,1.852,1.799,1158.2,578.887,39185.239,8.764,27.869,7.464,115.97,127.312,185.572,91.626,2.894
6.165,1.679,0.504,1.867,12.862,633.205,49.233,34087,3.671,0.894,1.228,1.893,34.112,200.695,0.945,1.549,28.305,2,382.274,227.348,395.669,4.433,1.744,2.197,865.837,454.64,34289.827,5.229,19.086,4.337,105.442,127.968,163.949,98.129,2.232
5.076,1.631,0.397,1.033,18.47,682.741,36.964,239782,3.111,0.768,1.185,10.088,33.529,185.735,0.735,1.497,27.08,1,369.199,237.786,385.5,3.813,2.302,1.938,1417.126,729.359,44901.681,12.782,41.739,9.299,131.21,133.39,205.459,90.138,3.276
3.832,1.271,0.505,1.411,14.296,782.71,54.748,215859,3.016,0.815,0.71,11.983,32.51,246.141,0.783,1.208,36.579,1,359.869,242.911,370.085,2.957,2.123,1.836,1239.761,360.161,39657.597,11.214,37.922,6.578,116.83,128.521,178.327,86.345,2.68
3.276,1.249,0.214,2.759,8.267,549.41,66.458,87319,2.623,0.727,1.499,7.363,33.582,133.028,0.705,1.138,33.584,1,357.892,250.53,375.272,2.184,1.581,1.629,1062.989,686.116,40957.193,9.176,28.411,3.399,121.669,125.91,184.434,94.468,1.831
2.199,0.919,0.388,2.01,16.601,423.07,25.485,165620,2.393,0.685,1.318,1.647,32.497,123.799,0.696,0.78,32.923,1,355.305,254.541,370.584,1.577,1.676,1.529,1234.637,684.608,43215.26,10.327,30.836,8.156,123.122,126.123,186.216,86.756,2.94
3.824,1.298,0.692,1.71,9.323,313.685,33.647,233112,2.945,0.791,0.612,9.585,27.919,81.323,0.894,1.219,25.812,1,357.841,245.108,377.108,3.108,2.003,1.732,1286.669,282.277,41883.023,12.345,37.62,4.094,114.379,134.846,173.547,84.544,1.667
5.919,1.776,0.532,0.96,17.473,255.623,14.63,51122,3.334,0.853,0.534,1.811,29.267,82.467,0.906,1.691,26.173,2,368.824,233.775,375.194,4.28,1.449,1.876,737.857,250.617,31895.007,4.433,15.423,4.136,95.622,129.986,145.435,83.9,2.999
7.63,1.393,0.47,2.371,10.017,249.048,24.862,140666,5.477,1.039,0.677,6.94,34.868,131.666,1.224,1.261,23.769,3,404.421,197.937,425.247,6.55,2.719,2.827,1052.104,316.153,35815.31,8.625,26.74,3.791,109.595,135.433,174.501,98.753,1.628
7.227,1.139,0.371,2.346,12.145,386.433,31.817,130373,6.344,1.123,0.843,4.053,37.693,183.4,1.37,1.052,27.058,5,414.931,178.827,451.699,6.318,3.073,3.21,1075.959,396.639,41417.993,8.139,27.227,4.099,109.367,136.296,171.132,109.528,2.296
6.596,1.011,0.379,2.151,17.135,794.25,46.352,120245,6.526,1.142,1.321,11.065,33.106,290.431,1.444,0.871,36.757,5,433.271,182.985,465.88,5.715,3.315,3.341,1132.347,708.77,40842.069,10.681,30.494,6.607,125.083,139.584,188.768,116.048,3.053
6.731,1.544,0.43,1.923,19.451,100.598,5.172,213829,4.359,0.979,1.234,5.965,33.55,70.655,1.168,1.41,18.114,2,395.966,221.397,411.839,5.614,2.489,2.225,1393.779,727.358,46120.31,10.995,36.568,9.714,132.865,127.701,204.293,98.465,3.714
5.99,1.976,0.701,1.754,12.457,238.044,19.109,113742,3.032,0.799,1.321,10.883,32.917,71.32,0.748,1.857,22.967,1,361.121,240.905,378.115,4.386,1.875,1.952,1124.115,615.582,41175.062,10.836,30.085,4.647,114.845,121.073,177.888,91.401,2.43
3.562,1.369,0.78,2.105,17.953,231.875,12.916,44005,2.601,0.707,0.626,4.29,27.237,68.271,0.72,1.301,19.065,1,360.308,247.291,360.386,2.299,1.294,1.586,729.32,211.486,29696.26,5.771,17.818,4.469,97.177,128.989,162.358,80.273,3.387
7.443,1.357,0.463,1.313,10.29,601.984,58.505,44484,5.484,1.021,1.012,5.261,32.651,222.462,1.322,1.233,30.69,3,414.424,196.051,433.339,6.264,2.534,2.982,843.3,381.838,33911.803,6.408,21.032,2.901,108.435,127.211,168.109,106.093,1.53
6.024,1.344,0.436,2.871,17.686,346.739,19.605,39403,4.482,0.927,0.64,11.418,32.634,137.234,0.967,1.242,20.843,2,384.554,211.647,407.716,4.858,2.064,2.295,729.92,212.633,32006.841,7.389,21.138,4.302,97.333,135.764,152.68,96.133,3.301
5.363,1.521,0.708,2.095,15.89,420.083,26.437,120011,3.527,0.825,0.431,3.214,32.787,135.483,0.92,1.469,27.227,2,363.322,231.771,381.874,4.127,2.001,1.742,938.784,175.817,32865.448,6.008,22.252,4.673,104.914,126.742,158.648,86.939,2.66
2.666,1.353,0.456,1.485,10.313,204.037,19.785,188049,1.97,0.615,1.121,7.364,25.795,64.382,0.599,1.217,16.682,1,350.884,263.158,352.478,1.706,1.599,1.307,1262.599,611.272,41415.385,10.246,34.796,5.063,121.003,117.822,190.437,82.07,1.446
4.682,1.88,0.531,1.789,11.63,383.498,32.975,74818,2.491,0.721,0.472,5.274,28.203,111.054,0.705,1.766,24.574,1,344.07,256.976,364.861,2.873,1.296,1.498,774.509,219.57,28682.016,6.116,20.671,3.838,99.561,132.492,159.841,77,2.123
4.762,1.506,0.339,2.573,9.581,172.24,17.977,172223,3.163,0.77,1.101,9.516,32.567,69.713,0.965,1.423,20.886,1,365.275,239.175,381.409,3.584,2.063,1.809,1207.632,545.223,40871.33,11.125,33.859,4.526,116.207,122.055,179.517,93.036,1.963
7.187,1.508,0.646,1.156,12.596,473.13,37.563,181159,4.767,0.971,1.078,2.422,35.528,167.982,1.136,1.459,29.472,3,391.32,209.837,419.911,6.013,2.691,2.652,1258.761,624.698,43862.109,9.49,30.947,6.021,123.236,131.749,193.478,101.1,2.377
5.28,1.138,0.519,1.444,10.444,168.557,16.139,86144,4.638,0.981,1.272,5.809,35.502,76.259,1.256,1.035,22.453,3,396.233,215.704,410.213,4.34,2.289,2.486,1032.244,624.281,38796.877,8.855,25.359,3.565,115.618,134.094,181.51,101.54,1.665
4.282,1.983,0.685,2.295,15.728,653.356,41.541,162122,2.16,0.648,0.467,8.688,31.163,174.758,0.657,1.968,30.284,1,349.413,259.073,357.931,2.511,1.462,1.285,1069.839,217.055,34925.905,8.67,28.698,5.977,102.17,121.13,158.641,76.069,3.376
7.861,1.25,0.668,1.494,19.934,496.621,24.913,180671,6.289,1.079,1.24,5.477,35.972,223.202,1.366,1.101,30.191,4,427.099,179.587,450.496,6.929,3.283,3.16,1270.445,708.932,42556.389,11.104,34.197,8.474,123.774,133.154,197.014,110.252,3.714
2.664,1.073,0.329,2.544,8.144,606.778,74.505,132654,2.482,0.679,1.499,1.644,34.772,178.208,0.661,0.94,28.427,1,363.744,251.851,377.977,1.889,1.594,1.836,1191.825,771.143,42535.666,9.541,29.647,3.33,116.303,120.974,177.075,89.426,1.253
4.535,1.663,0.629,1.087,14.491,392.961,27.118,104077,2.727,0.715,1.321,8.756,30.576,103.13,0.712,1.567,18.773,1,360.89,244.305,378.299,3.024,1.728,1.62,1054.976,567.487,38921.981,10.377,29.067,5.328,114.991,115.21,174.748,88.869,2.16
2.252,1.595,0.68,2.478,14.884,367.044,24.66,166213,1.412,0.553,1.202,6.535,29.556,97.091,0.551,1.532,24.978,1,337.821,266.444,339.768,0.916,1.379,1.144,1215.236,663.405,41321.431,9.689,32.313,5.638,116.895,112.81,181.205,77.729,2.602
6.439,1.415,0.408,0.95,18.971,168.746,8.895,245126,4.55,0.975,1.095,1.124,31.654,84.401,1.158,1.254,21.014,2,387.947,219.247,414.225,5.451,2.743,2.376,1432.049,693.366,45185.258,10.717,36.203,9.574,126.947,136.959,195.274,100.748,2.989
7.508,1.422,0.304,0.828,14.072,466.699,33.165,123905,5.279,0.989,0.806,7.739,34.894,191.4,1.228,1.304,30.663,3,402.705,202.729,432.449,6.312,2.627,2.713,1039.056,373.39,36666.269,8.253,28.12,4.852,114.898,128.635,166.446,103.785,2.303
3.68,1.785,0.202,2.776,14.524,460.152,31.681,116181,2.062,0.639,1.177,11.119,30.135,115.368,0.673,1.686,25.984,1,345.892,261.054,357.084,1.937,1.428,1.304,1064.324,510.286,38344.213,10.403,30.863,5.543,113.991,118.362,173.76,86.936,2.239
7.15,1.196,0.471,2.079,13.66,427.671,31.309,132138,5.98,1.076,1.169,2.221,36.304,188.549,1.201,1.043,22.186,4,418.684,189.343,452.216,6.159,2.922,3.145,1156.981,618.745,41010.519,9.144,27.471,5.414,117.638,124.866,173.818,109.895,2.273
3.753,1.82,0.411,1.574,11.227,618.363,55.079,46768,2.062,0.651,1.058,7.497,29.419,156.191,0.59,1.709,29.789,1,346.777,259.754,359.6,2.103,1.243,1.441,838.446,399.096,35019.202,7.114,21.873,3.468,103.077,117.931,158.487,81.562,1.882
7.465,1.649,0.533,1.312,8.672,682.753,78.728,151695,4.527,0.96,1.256,9.015,35.711,220.596,1.175,1.547,35.567,2,392.792,213.579,420.032,6.145,2.582,2.504,1188.242,675.323,40930.629,10.954,34.455,3.956,121.605,131.851,191.341,100.399,1.349
6.524,1.419,0.313,2.157,12.904,625.553,48.478,102313,4.598,0.963,0.839,1.779,33.706,186.922,0.958,1.322,32.919,2,399.571,212.457,411.846,5.343,2.336,2.323,983.24,393.863,36648.815,7.423,22.968,3.814,104.241,136.018,161.789,98.321,2.758
6.829,1.458,0.716,1.92,8.631,200.706,23.254,56712,4.684,0.956,0.446,1.249,29.263,109.658,1.136,1.388,20.401,3,395.838,214.657,407.899,5.339,2.144,2.384,801.235,163.045,32415.466,4.737,16.333,2.261,97.116,138.287,151.064,89.399,1.503
2.108,1.257,0.355,2.982,14.606,535.442,36.659,132576,1.678,0.562,0.971,6.106,26.751,139.107,0.534,1.183,22.642,1,345.569,265.257,355.904,1.083,1.245,1.131,1038.085,357.463,39638.252,9.166,30.032,4.983,115.045,118.945,177.698,77.615,2.866
7.777,1.752,0.336,2.963,11.688,156.226,13.367,30744,4.439,0.971,0.618,9.703,32.069,91.352,1.181,1.624,16.712,2,393.255,214.628,407.951,6.077,2.078,2.411,707.427,214.873,30292.457,5.455,19.912,3.483,100.703,129.886,156.936,94.07,2.199
6.36,1.513,0.488,2.197,14.403,586.236,40.702,118392,4.204,0.958,0.761,2.768,33.857,196.465,1.12,1.418,31.918,2,388.961,220.18,400.681,5.121,2.097,2.207,1011.083,352.388,36443.665,7.898,23.828,5.946,109.713,134.295,181.356,92.317,2.528
3.829,1.321,0.499,1.774,9.612,367.287,38.213,53261,2.899,0.8,0.321,10.203,32.611,102.293,0.799,1.215,19.387,1,355.293,250.305,369.313,2.703,1.542,1.725,740.284,131.874,29820.743,6.059,20.381,2.512,90.461,129.671,138.807,78.282,1.625
6.976,1.596,0.329,1.881,19.192,192.749,10.043,35344,4.371,0.899,0.759,8.222,32.435,106.861,0.981,1.484,19.461,2,385.772,216.224,403.015,5.527,2.038,2.373,776.107,316.943,34090.005,7.459,19.267,5.415,100.39,124.471,155.551,96.692,3.702
3.689,1.996,0.363,2.301,18.734,703.436,37.548,211384,1.849,0.626,1.271,4.654,32.615,193.656,0.576,1.864,32.207,1,346.92,265.951,356.345,2.069,1.657,1.204,1346.83,739.426,45222.785,10.945,35.692,8.094,126.554,118.746,192.7,83.073,3.127
7.237,1.435,0.302,1.023,10.28,529.806,51.538,231574,5.042,1.033,0.951,6.674,30.979,183.114,1.257,1.296,32.828,3,399.425,206.091,427.121,6.219,2.956,2.642,1378.094,604.074,43895.605,11.626,38.857,5.11,126.896,138.47,189.074,104.098,1.696
2.675,1.263,0.631,1.522,12.121,348.307,28.735,75688,2.118,0.684,0.312,11.621,31.483,101.493,0.507,1.199,25.288,1,337.081,257.562,349.689,1.677,1.383,1.272,781.892,135.754,32843.289,7.359,21.203,3.188,98.485,132.473,153.714,76.842,2.044
6.222,1.345,0.662,0.966,15.362,121.509,7.91,148645,4.626,0.944,0.864,3.381,33.994,91.957,1.11,1.221,21.702,3,393.093,214.201,408.641,5.146,2.472,2.516,1099.28,397.239,39085.297,7.419,27.572,6.59,113.525,136.118,180.491,98.809,2.754
5.244,1.055,0.477,0.961,9.148,476.117,52.045,91150,4.972,1.028,0.65,6.495,32.832,173.282,1.13,0.92,28.919,3,389.73,201.525,413.315,4.285,2.458,2.522,926.325,256.502,36176.6,7.843,22.643,2.852,107.837,136.845,176.428,97.02,1.445
2.579,1.204,0.628,1.231,12.255,746.258,60.895,138587,2.142,0.629,0.873,7.869,28.714,193.81,0.653,1.153,30.637,1,347.833,253.732,357.89,1.636,1.486,1.364,1067.181,442.183,36155.645,9.476,31.289,4.167,110.328,118.174,170.258,83.632,2.367
3.451,1.419,0.642,1.868,11.013,517.466,46.985,126058,2.433,0.711,0.786,2.518,27.461,152.216,0.764,1.327,25.94,1,347.667,253.802,359.718,2.393,1.464,1.579,983.475,327.414,36038.045,6.872,24.24,3.12,108.248,127.396,166.747,76.404,2.174
2.074,0.679,0.283,2.527,18.986,780.155,41.091,89191,3.054,0.775,1.418,1.479,31.326,197.512,0.703,0.545,31.804,1,368.824,243.064,378.469,1.501,1.668,1.886,1055.559,665.156,41499.971,8.049,24.6,7.105,110.576,122.496,175.136,90.292,3.231
4.813,1,0.78,1.868,18.23,195.516,10.725,184086,4.812,1.014,0.349,1.148,35.382,84.767,1.159,0.873,22.715,3,390.866,207.791,405.252,4.146,2.586,2.308,1091.75,170.096,39629.425,7.674,26.839,6.694,113.848,136.585,183.313,94.414,3.376
3.808,1.915,0.693,1.538,14.958,497.814,33.281,57828,1.988,0.658,1.12,4.572,28.394,114.388,0.669,1.761,24.994,1,345.581,260.804,361.887,1.939,1.104,1.318,923.939,476.416,36498.333,6.998,22.511,5.446,107.506,123.432,161.692,87.31,2.491
5.59,1.844,0.323,0.981,14.244,658.688,46.243,41676,3.032,0.773,1.321,1.813,30.544,163.235,0.84,1.723,30.377,1,361.221,240.179,381.983,3.906,1.527,1.912,877.161,519.991,36806.451,6.306,20.425,4.69,108.623,124.446,171.023,93.442,2.56
3.783,1.742,0.312,2.011,19.169,467.879,24.408,198888,2.172,0.665,1.451,9.841,30.378,139.992,0.665,1.59,26.424,1,348.846,261.584,365.418,2.462,1.704,1.549,1356.354,842.461,47443.942,12.538,38.368,9.049,131.068,115.857,210.467,87.983,3.641
3.8,1.168,0.275,1.397,19.189,163.746,8.533,176504,3.254,0.781,0.513,11.971,27.024,34.958,0.756,1.106,24.14,1,365.528,241.693,373.869,3.059,2.091,1.598,1109.091,283.028,38726.815,10.474,32.975,7.763,111.032,126.648,171.103,83,3.459
6.459,1.12,0.283,2.153,19.632,508.02,25.877,139675,5.765,1.072,0.938,1.674,34.639,203.808,1.206,0.998,30.958,3,410.92,194.677,435.76,5.743,2.84,2.953,1160.028,500.789,39495.908,8.333,28.306,8.842,112.603,130.034,169.902,107.72,3.485
2.289,1.068,0.649,2.95,9.505,528.217,55.575,132913,2.144,0.65,0.352,5.76,29.384,155.156,0.548,1.048,25.486,1,344.357,257.623,348.939,1.366,1.41,1.344,977.748,149.36,36353.157,7.274,23.045,2.673,97.176,127.7,153.764,76.551,2.158
7.417,1.724,0.482,1.045,9.927,610.096,61.46,139430,4.302,0.904,0.899,1.283,31.221,198.781,1.082,1.622,31.323,2,386.471,222.198,404.333,5.911,2.229,2.343,1091.514,444.076,38449.162,7.907,25.839,3.475,113.578,133.551,170.664,97.402,1.832
7.114,1.929,0.67,1.267,16.121,632.848,39.257,126145,3.688,0.898,0.451,2.474,27.835,184.46,0.988,1.817,36.368,2,370.099,226.475,379.911,5.402,1.932,2.053,963.211,230.437,35954.235,6.573,23.682,6.406,98.952,130.979,158.138,86.349,2.72
6.007,1.431,0.648,1.841,14.497,639.541,44.115,116436,4.199,0.89,1.305,4.552,34.482,209.577,1.014,1.251,33.393,2,390.027,221.22,412.403,4.815,2.285,2.492,1128.646,677.667,40567.961,8.587,27.128,5.35,121.514,121.982,196.31,102.126,2.386
5.559,1.119,0.563,2.931,8.222,564.411,68.65,139931,4.967,1.017,0.437,5.331,31.834,204.843,1.053,1.045,25.382,3,391.082,211.316,414.459,4.761,2.545,2.525,978.617,211.831,35072.897,7.54,25.458,3.147,106.204,139.017,162.615,95.622,1.923
7.354,1.512,0.612,2.498,8.744,251.068,28.714,146273,4.862,1.031,0.916,11.338,36.041,133.649,1.195,1.354,19.655,3,398.284,209.505,418.772,6.095,2.741,2.613,1123.136,512.814,39838.69,9.947,33.033,4.031,116.823,139.918,187.707,101.048,1.398
3.112,1.349,0.211,2.776,18.657,382.965,20.527,182218,2.307,0.712,0.925,5.354,29.332,64.921,0.78,1.243,21.445,1,349.104,256.116,365.519,2.072,1.637,1.397,1233.606,485.715,41843.056,9.448,32.984,8.047,114.118,131.909,179.407,84.195,3.19
2.474,1.312,0.387,1.534,18.426,643.291,34.911,186465,1.886,0.636,1.466,6.459,30.976,150.221,0.482,1.253,34.949,1,358.747,269.916,362.427,1.611,1.558,1.318,1335.615,805.695,45026.456,10.58,37.005,8.958,128.336,123.415,204.464,83.923,3.278
3.437,1.621,0.583,2.982,12.287,767.399,62.455,113078,2.12,0.634,1.086,3.701,29.653,211.8,0.598,1.546,37.49,1,344.482,257.873,357.369,2.086,1.435,1.355,1082.569,480.683,38798.182,7.993,27.106,4.509,110.297,120.134,168.36,82.826,2.325
6.767,1.719,0.206,1.026,18.693,155.263,8.306,120978,3.938,0.921,0.645,1.001,31.815,75.694,0.909,1.631,17.692,2,375.9,231.676,396.788,5.316,2.012,2.207,977.095,296.859,35733.332,6.972,23.536,7.301,106.212,128.872,167.122,90.535,3.097
2.208,0.802,0.22,0.917,15.124,474.876,31.399,112213,2.752,0.73,0.589,10.893,28.328,148.239,0.74,0.749,24.851,1,354.151,247.448,369.98,1.458,1.651,1.52,935.782,257.321,32663.406,8.963,26.197,4.733,107.057,129.613,166.907,78.928,2.649
5.497,1.036,0.711,2.682,17.671,318.766,18.039,148037,5.308,1.081,0.454,1.899,31.673,145.87,1.201,0.958,24.425,3,394.674,201.972,423.485,4.854,2.669,2.795,1027.582,236.854,36929.401,7.232,25.866,5.878,112.83,138.503,171.743,95.423,2.899
7.973,1.994,0.61,2.84,13.129,257.776,19.634,129737,3.998,0.919,1.208,11.607,30.153,101.326,1.066,1.92,22.343,2,386.939,221.52,406.686,6.252,2.299,2.172,1108.072,577.554,40449.157,10.098,31.671,5.536,120.581,127.097,185.493,96.226,2.296
7.134,1.233,0.359,0.999,9.361,454.067,48.507,225711,5.787,1.113,1.129,2.439,34.746,184.43,1.348,1.08,24.918,4,413.746,193.925,444.066,6.34,3.149,3.059,1419.277,767.551,43024.213,10.74,36.024,5.005,131.394,141.974,205.965,111.141,1.815
5.129,1.054,0.613,1.05,13.205,524.263,39.703,183199,4.867,0.952,1.032,7.654,34.976,223.497,1.222,0.925,28.165,3,388.4,205.677,422.359,4.376,2.7,2.599,1240.383,608.632,41615.927,10.181,32.467,5.807,120.427,135.833,182.163,101.058,2.296
2.382,1.19,0.675,0.873,13.488,106.841,7.921,227704,2.002,0.642,0.349,11.994,28.8,50.954,0.638,1.097,12.878,1,342.302,264.268,353.688,1.597,1.774,1.233,1208.033,170.939,38906.211,11.767,35.507,5.719,110.444,129.014,166.382,73.46,2.811
6.988,1.039,0.384,1.03,14.611,646.145,44.222,186010,6.726,1.205,1.215,2.523,36.374,260.674,1.507,0.893,36.789,5,430.681,175.192,462.676,6.25,3.425,3.495,1298.521,702.461,42855.209,9.889,33.247,6.393,127.649,136.028,192.747,117.285,2.424
5.594,1.392,0.222,1.261,9.267,673.917,72.722,243618,4.019,0.935,1.07,5.663,36.097,216.909,1.008,1.27,27.306,2,382.627,222.559,401.495,4.529,2.524,2.194,1458.179,689.417,46600.303,11.614,38.922,4.362,130.893,129.511,199.781,97.239,1.68
2.69,1.377,0.76,2.934,19.897,775.858,38.994,169862,1.953,0.599,1.457,9.585,30.96,207.039,0.508,1.218,28.479,1,352.427,259.055,363.722,1.587,1.594,1.328,1306.687,837.545,44622.094,12.166,37.265,8.797,123.699,110.147,192.879,87.153,3.799
2.563,1.21,0.407,2.269,10.93,226.451,20.719,241981,2.119,0.684,1.005,1.354,27.548,74.26,0.757,1.095,21.702,1,346.725,260.217,357.954,1.709,1.732,1.324,1390.762,572.659,45833.167,10.643,35.978,5.477,125.306,126.66,192.199,82.022,2.139
